face_id,solid_index,surface_type,area,center_x,center_y,center_z,normal_x,normal_y,normal_z
819,33,0,0.009453,-5.191879,6.428181,0.740000,0.000000,0.000000,1.000000
820,33,1,0.002219,-5.157012,6.402933,0.736371,0.521445,-0.477593,0.707107
821,33,0,0.004225,-5.154598,6.400181,0.715000,0.737435,-0.675418,0.000000
822,33,0,0.004246,-5.193879,6.476166,0.715000,-0.232000,0.972716,0.000000
823,33,0,0.007103,-5.209261,6.501120,0.700000,0.000000,0.000000,1.000000
824,33,1,0.002217,-5.148552,6.595978,0.736362,0.513640,0.485977,0.707107
825,33,0,0.009453,-5.186238,6.572500,0.740000,0.000000,0.000000,1.000000
826,33,1,0.002219,-5.190669,6.529681,0.736371,-0.152885,-0.690381,0.707107
827,33,0,0.004225,-5.191846,6.526214,0.715000,-0.216212,-0.976346,0.000000
828,33,0,0.004246,-5.145681,6.598225,0.715000,0.726397,0.687276,0.000000
829,33,0,0.007103,-5.131762,6.624023,0.700000,0.000000,0.000000,1.000000
830,33,1,0.002217,-5.019257,6.618877,0.736362,0.677689,-0.201837,0.707107
831,33,0,0.009453,-5.058433,6.639774,0.740000,0.000000,0.000000,1.000000
832,33,1,0.002219,-5.097732,6.622203,0.736371,-0.674330,-0.212788,0.707107
833,33,0,0.004225,-5.101322,6.621488,0.715000,-0.953647,-0.300928,0.000000
834,33,0,0.004246,-5.015876,6.617514,0.715000,0.958397,-0.285440,0.000000
835,33,0,0.007103,-4.986575,6.618359,0.700000,0.000000,0.000000,1.000000
836,33,1,0.002217,-4.934779,6.518354,0.736362,0.164049,-0.687814,0.707107
837,33,0,0.009453,-4.936269,6.562729,0.740000,0.000000,0.000000,1.000000
838,33,1,0.002219,-4.971136,6.587977,0.736371,-0.521445,0.477593,0.707107
839,33,0,0.004225,-4.973550,6.590729,0.715000,-0.737435,0.675418,0.000000
840,33,0,0.004246,-4.934269,6.514744,0.715000,0.232000,-0.972716,0.000000
841,33,0,0.007103,-4.918886,6.489791,0.700000,0.000000,0.000000,1.000000
842,33,1,0.033030,-5.064074,6.495455,0.729901,0.277350,-0.960769,0.000000
843,33,1,0.008554,-5.064074,6.495455,0.731748,0.277350,0.960769,0.000000
844,33,0,0.011703,-5.064074,6.495455,0.750000,0.000000,0.000000,1.000000
845,33,0,0.127969,-5.064074,6.495455,0.350000,0.000000,0.000000,-1.000000
846,33,4,1.299433,-5.064074,6.495455,0.550000,-0.070781,-0.245193,-0.966887
847,33,1,0.002217,-4.979596,6.394932,0.736362,-0.513640,-0.485977,0.707107
848,33,0,0.009453,-4.941910,6.418410,0.740000,0.000000,0.000000,1.000000
849,33,1,0.002219,-4.937478,6.461230,0.736371,0.152885,0.690381,0.707107
850,33,0,0.004225,-4.936302,6.464696,0.715000,0.216212,0.976346,0.000000
851,33,0,0.004246,-4.982466,6.392685,0.715000,-0.726397,-0.687276,0.000000
